ConfigID,R1A,R1B,R1C,R2A,R2B,R2C,R3A,R3B,R3C,R4A,R4B,R4C,SwitchStates,Status,Voltage_V,VoltageGroup,ConnectionClass,CellsInSeries,ActiveCells
#0249,1,0,0,1,1,1,1,1,0,0,0,0,100 111 110 000,short-circuit,0,Short Circuit,none,0,""
#0250,0,1,0,1,1,1,1,1,0,0,0,0,010 111 110 000,short-circuit,0,Short Circuit,none,0,""
#0251,1,1,0,1,1,1,1,1,0,0,0,0,110 111 110 000,short-circuit,0,Short Circuit,none,0,""
#0252,0,0,1,1,1,1,1,1,0,0,0,0,001 111 110 000,short-circuit,0,Short Circuit,none,0,""
#0253,1,0,1,1,1,1,1,1,0,0,0,0,101 111 110 000,short-circuit,0,Short Circuit,none,0,""
#0254,0,1,1,1,1,1,1,1,0,0,0,0,011 111 110 000,short-circuit,0,Short Circuit,none,0,""
#0255,1,1,1,1,1,1,1,1,0,0,0,0,111 111 110 000,short-circuit,0,Short Circuit,none,0,""
#0256,0,0,0,0,0,0,0,0,1,0,0,0,000 000 001 000,valid,0,0 V (no output),none,0,""
#0257,1,0,0,0,0,0,0,0,1,0,0,0,100 000 001 000,valid,0,0 V (no output),none,0,""
#0258,0,1,0,0,0,0,0,0,1,0,0,0,010 000 001 000,valid,0,0 V (no output),none,0,""
#0259,1,1,0,0,0,0,0,0,1,0,0,0,110 000 001 000,valid,0,0 V (no output),none,0,""
#0260,0,0,1,0,0,0,0,0,1,0,0,0,001 000 001 000,valid,0,0 V (no output),none,0,""
#0261,1,0,1,0,0,0,0,0,1,0,0,0,101 000 001 000,valid,0,0 V (no output),none,0,""
#0262,0,1,1,0,0,0,0,0,1,0,0,0,011 000 001 000,valid,0,0 V (no output),none,0,""
#0263,1,1,1,0,0,0,0,0,1,0,0,0,111 000 001 000,valid,0,0 V (no output),none,0,""
#0264,0,0,0,1,0,0,0,0,1,0,0,0,000 100 001 000,valid,0,0 V (no output),none,0,""
#0265,1,0,0,1,0,0,0,0,1,0,0,0,100 100 001 000,valid,0,0 V (no output),none,0,""
#0266,0,1,0,1,0,0,0,0,1,0,0,0,010 100 001 000,valid,0,0 V (no output),none,0,""
#0267,1,1,0,1,0,0,0,0,1,0,0,0,110 100 001 000,valid,0,0 V (no output),none,0,""
#0268,0,0,1,1,0,0,0,0,1,0,0,0,001 100 001 000,valid,0,0 V (no output),none,0,""
#0269,1,0,1,1,0,0,0,0,1,0,0,0,101 100 001 000,short-circuit,0,Short Circuit,none,0,""
#0270,0,1,1,1,0,0,0,0,1,0,0,0,011 100 001 000,valid,0,0 V (no output),none,0,""
#0271,1,1,1,1,0,0,0,0,1,0,0,0,111 100 001 000,short-circuit,0,Short Circuit,none,0,""
#0272,0,0,0,0,1,0,0,0,1,0,0,0,000 010 001 000,valid,0,0 V (no output),none,0,""
#0273,1,0,0,0,1,0,0,0,1,0,0,0,100 010 001 000,valid,0,0 V (no output),none,0,""
#0274,0,1,0,0,1,0,0,0,1,0,0,0,010 010 001 000,valid,0,0 V (no output),none,0,""
#0275,1,1,0,0,1,0,0,0,1,0,0,0,110 010 001 000,valid,0,0 V (no output),none,0,""
#0276,0,0,1,0,1,0,0,0,1,0,0,0,001 010 001 000,valid,0,0 V (no output),none,0,""
#0277,1,0,1,0,1,0,0,0,1,0,0,0,101 010 001 000,valid,0,0 V (no output),none,0,""
#0278,0,1,1,0,1,0,0,0,1,0,0,0,011 010 001 000,short-circuit,0,Short Circuit,none,0,""
#0279,1,1,1,0,1,0,0,0,1,0,0,0,111 010 001 000,short-circuit,0,Short Circuit,none,0,""
#0280,0,0,0,1,1,0,0,0,1,0,0,0,000 110 001 000,valid,0,0 V (no output),none,0,""
#0281,1,0,0,1,1,0,0,0,1,0,0,0,100 110 001 000,valid,0,0 V (no output),none,0,""
#0282,0,1,0,1,1,0,0,0,1,0,0,0,010 110 001 000,valid,0,0 V (no output),none,0,""
#0283,1,1,0,1,1,0,0,0,1,0,0,0,110 110 001 000,valid,0,0 V (no output),none,0,""
#0284,0,0,1,1,1,0,0,0,1,0,0,0,001 110 001 000,valid,0,0 V (no output),none,0,""
#0285,1,0,1,1,1,0,0,0,1,0,0,0,101 110 001 000,short-circuit,0,Short Circuit,none,0,""
#0286,0,1,1,1,1,0,0,0,1,0,0,0,011 110 001 000,short-circuit,0,Short Circuit,none,0,""
#0287,1,1,1,1,1,0,0,0,1,0,0,0,111 110 001 000,short-circuit,0,Short Circuit,none,0,""
#0288,0,0,0,0,0,1,0,0,1,0,0,0,000 001 001 000,valid,0,0 V (no output),none,0,""
#0289,1,0,0,0,0,1,0,0,1,0,0,0,100 001 001 000,valid,0,0 V (no output),none,0,""
#0290,0,1,0,0,0,1,0,0,1,0,0,0,010 001 001 000,valid,0,0 V (no output),none,0,""
#0291,1,1,0,0,0,1,0,0,1,0,0,0,110 001 001 000,valid,0,0 V (no output),none,0,""
#0292,0,0,1,0,0,1,0,0,1,0,0,0,001 001 001 000,valid,0,0 V (no output),none,0,""
#0293,1,0,1,0,0,1,0,0,1,0,0,0,101 001 001 000,valid,0,0 V (no output),none,0,""
#0294,0,1,1,0,0,1,0,0,1,0,0,0,011 001 001 000,valid,0,0 V (no output),none,0,""
#0295,1,1,1,0,0,1,0,0,1,0,0,0,111 001 001 000,valid,0,0 V (no output),none,0,""
#0296,0,0,0,1,0,1,0,0,1,0,0,0,000 101 001 000,valid,0,0 V (no output),none,0,""
#0297,1,0,0,1,0,1,0,0,1,0,0,0,100 101 001 000,valid,0,0 V (no output),none,0,""
#0298,0,1,0,1,0,1,0,0,1,0,0,0,010 101 001 000,valid,0,0 V (no output),none,0,""
#0299,1,1,0,1,0,1,0,0,1,0,0,0,110 101 001 000,valid,0,0 V (no output),none,0,""
#0300,0,0,1,1,0,1,0,0,1,0,0,0,001 101 001 000,valid,0,0 V (no output),none,0,""
#0301,1,0,1,1,0,1,0,0,1,0,0,0,101 101 001 000,short-circuit,0,Short Circuit,none,0,""
#0302,0,1,1,1,0,1,0,0,1,0,0,0,011 101 001 000,valid,0,0 V (no output),none,0,""
#0303,1,1,1,1,0,1,0,0,1,0,0,0,111 101 001 000,short-circuit,0,Short Circuit,none,0,""
#0304,0,0,0,0,1,1,0,0,1,0,0,0,000 011 001 000,valid,0,0 V (no output),none,0,""
#0305,1,0,0,0,1,1,0,0,1,0,0,0,100 011 001 000,valid,0,0 V (no output),none,0,""
#0306,0,1,0,0,1,1,0,0,1,0,0,0,010 011 001 000,valid,0,0 V (no output),none,0,""
#0307,1,1,0,0,1,1,0,0,1,0,0,0,110 011 001 000,valid,0,0 V (no output),none,0,""
#0308,0,0,1,0,1,1,0,0,1,0,0,0,001 011 001 000,valid,0,0 V (no output),none,0,""
#0309,1,0,1,0,1,1,0,0,1,0,0,0,101 011 001 000,valid,0,0 V (no output),none,0,""
#0310,0,1,1,0,1,1,0,0,1,0,0,0,011 011 001 000,short-circuit,0,Short Circuit,none,0,""
#0311,1,1,1,0,1,1,0,0,1,0,0,0,111 011 001 000,short-circuit,0,Short Circuit,none,0,""
#0312,0,0,0,1,1,1,0,0,1,0,0,0,000 111 001 000,valid,0,0 V (no output),none,0,""
#0313,1,0,0,1,1,1,0,0,1,0,0,0,100 111 001 000,valid,0,0 V (no output),none,0,""
#0314,0,1,0,1,1,1,0,0,1,0,0,0,010 111 001 000,valid,0,0 V (no output),none,0,""
#0315,1,1,0,1,1,1,0,0,1,0,0,0,110 111 001 000,valid,0,0 V (no output),none,0,""
#0316,0,0,1,1,1,1,0,0,1,0,0,0,001 111 001 000,valid,0,0 V (no output),none,0,""
#0317,1,0,1,1,1,1,0,0,1,0,0,0,101 111 001 000,short-circuit,0,Short Circuit,none,0,""
#0318,0,1,1,1,1,1,0,0,1,0,0,0,011 111 001 000,short-circuit,0,Short Circuit,none,0,""
#0319,1,1,1,1,1,1,0,0,1,0,0,0,111 111 001 000,short-circuit,0,Short Circuit,none,0,""
#0320,0,0,0,0,0,0,1,0,1,0,0,0,000 000 101 000,valid,0,0 V (no output),none,0,""
#0321,1,0,0,0,0,0,1,0,1,0,0,0,100 000 101 000,valid,0,0 V (no output),none,0,""
#0322,0,1,0,0,0,0,1,0,1,0,0,0,010 000 101 000,valid,0,0 V (no output),none,0,""
#0323,1,1,0,0,0,0,1,0,1,0,0,0,110 000 101 000,valid,0,0 V (no output),none,0,""
#0324,0,0,1,0,0,0,1,0,1,0,0,0,001 000 101 000,valid,0,0 V (no output),none,0,""
#0325,1,0,1,0,0,0,1,0,1,0,0,0,101 000 101 000,valid,0,0 V (no output),none,0,""
#0326,0,1,1,0,0,0,1,0,1,0,0,0,011 000 101 000,valid,0,0 V (no output),none,0,""
#0327,1,1,1,0,0,0,1,0,1,0,0,0,111 000 101 000,valid,0,0 V (no output),none,0,""
#0328,0,0,0,1,0,0,1,0,1,0,0,0,000 100 101 000,valid,0,0 V (no output),none,0,""
#0329,1,0,0,1,0,0,1,0,1,0,0,0,100 100 101 000,valid,0,0 V (no output),none,0,""
#0330,0,1,0,1,0,0,1,0,1,0,0,0,010 100 101 000,valid,0,0 V (no output),none,0,""
#0331,1,1,0,1,0,0,1,0,1,0,0,0,110 100 101 000,valid,0,0 V (no output),none,0,""
#0332,0,0,1,1,0,0,1,0,1,0,0,0,001 100 101 000,valid,0,0 V (no output),none,0,""
#0333,1,0,1,1,0,0,1,0,1,0,0,0,101 100 101 000,short-circuit,0,Short Circuit,none,0,""
#0334,0,1,1,1,0,0,1,0,1,0,0,0,011 100 101 000,valid,0,0 V (no output),none,0,""
#0335,1,1,1,1,0,0,1,0,1,0,0,0,111 100 101 000,short-circuit,0,Short Circuit,none,0,""
#0336,0,0,0,0,1,0,1,0,1,0,0,0,000 010 101 000,valid,0,0 V (no output),none,0,""
#0337,1,0,0,0,1,0,1,0,1,0,0,0,100 010 101 000,valid,0,0 V (no output),none,0,""
#0338,0,1,0,0,1,0,1,0,1,0,0,0,010 010 101 000,valid,0,0 V (no output),none,0,""
#0339,1,1,0,0,1,0,1,0,1,0,0,0,110 010 101 000,valid,0,0 V (no output),none,0,""
#0340,0,0,1,0,1,0,1,0,1,0,0,0,001 010 101 000,valid,0,0 V (no output),none,0,""
#0341,1,0,1,0,1,0,1,0,1,0,0,0,101 010 101 000,valid,0,0 V (no output),none,0,""
#0342,0,1,1,0,1,0,1,0,1,0,0,0,011 010 101 000,short-circuit,0,Short Circuit,none,0,""
#0343,1,1,1,0,1,0,1,0,1,0,0,0,111 010 101 000,short-circuit,0,Short Circuit,none,0,""
#0344,0,0,0,1,1,0,1,0,1,0,0,0,000 110 101 000,valid,0,0 V (no output),none,0,""
#0345,1,0,0,1,1,0,1,0,1,0,0,0,100 110 101 000,valid,0,0 V (no output),none,0,""
#0346,0,1,0,1,1,0,1,0,1,0,0,0,010 110 101 000,valid,0,0 V (no output),none,0,""
#0347,1,1,0,1,1,0,1,0,1,0,0,0,110 110 101 000,valid,0,0 V (no output),none,0,""
#0348,0,0,1,1,1,0,1,0,1,0,0,0,001 110 101 000,valid,0,0 V (no output),none,0,""
#0349,1,0,1,1,1,0,1,0,1,0,0,0,101 110 101 000,short-circuit,0,Short Circuit,none,0,""
#0350,0,1,1,1,1,0,1,0,1,0,0,0,011 110 101 000,short-circuit,0,Short Circuit,none,0,""
#0351,1,1,1,1,1,0,1,0,1,0,0,0,111 110 101 000,short-circuit,0,Short Circuit,none,0,""
#0352,0,0,0,0,0,1,1,0,1,0,0,0,000 001 101 000,valid,0,0 V (no output),none,0,""
#0353,1,0,0,0,0,1,1,0,1,0,0,0,100 001 101 000,valid,0,0 V (no output),none,0,""
#0354,0,1,0,0,0,1,1,0,1,0,0,0,010 001 101 000,valid,0,0 V (no output),none,0,""
#0355,1,1,0,0,0,1,1,0,1,0,0,0,110 001 101 000,valid,0,0 V (no output),none,0,""
#0356,0,0,1,0,0,1,1,0,1,0,0,0,001 001 101 000,valid,0,0 V (no output),none,0,""
#0357,1,0,1,0,0,1,1,0,1,0,0,0,101 001 101 000,short-circuit,0,Short Circuit,none,0,""
#0358,0,1,1,0,0,1,1,0,1,0,0,0,011 001 101 000,valid,0,0 V (no output),none,0,""
#0359,1,1,1,0,0,1,1,0,1,0,0,0,111 001 101 000,short-circuit,0,Short Circuit,none,0,""
#0360,0,0,0,1,0,1,1,0,1,0,0,0,000 101 101 000,short-circuit,0,Short Circuit,none,0,""
#0361,1,0,0,1,0,1,1,0,1,0,0,0,100 101 101 000,short-circuit,0,Short Circuit,none,0,""
#0362,0,1,0,1,0,1,1,0,1,0,0,0,010 101 101 000,short-circuit,0,Short Circuit,none,0,""
#0363,1,1,0,1,0,1,1,0,1,0,0,0,110 101 101 000,short-circuit,0,Short Circuit,none,0,""
#0364,0,0,1,1,0,1,1,0,1,0,0,0,001 101 101 000,short-circuit,0,Short Circuit,none,0,""
#0365,1,0,1,1,0,1,1,0,1,0,0,0,101 101 101 000,short-circuit,0,Short Circuit,none,0,""
#0366,0,1,1,1,0,1,1,0,1,0,0,0,011 101 101 000,short-circuit,0,Short Circuit,none,0,""
#0367,1,1,1,1,0,1,1,0,1,0,0,0,111 101 101 000,short-circuit,0,Short Circuit,none,0,""
#0368,0,0,0,0,1,1,1,0,1,0,0,0,000 011 101 000,valid,0,0 V (no output),none,0,""
#0369,1,0,0,0,1,1,1,0,1,0,0,0,100 011 101 000,valid,0,0 V (no output),none,0,""
#0370,0,1,0,0,1,1,1,0,1,0,0,0,010 011 101 000,valid,0,0 V (no output),none,0,""
#0371,1,1,0,0,1,1,1,0,1,0,0,0,110 011 101 000,short-circuit,0,Short Circuit,none,0,""
#0372,0,0,1,0,1,1,1,0,1,0,0,0,001 011 101 000,valid,0,0 V (no output),none,0,""
#0373,1,0,1,0,1,1,1,0,1,0,0,0,101 011 101 000,short-circuit,0,Short Circuit,none,0,""
#0374,0,1,1,0,1,1,1,0,1,0,0,0,011 011 101 000,short-circuit,0,Short Circuit,none,0,""
#0375,1,1,1,0,1,1,1,0,1,0,0,0,111 011 101 000,short-circuit,0,Short Circuit,none,0,""
#0376,0,0,0,1,1,1,1,0,1,0,0,0,000 111 101 000,short-circuit,0,Short Circuit,none,0,""
#0377,1,0,0,1,1,1,1,0,1,0,0,0,100 111 101 000,short-circuit,0,Short Circuit,none,0,""
#0378,0,1,0,1,1,1,1,0,1,0,0,0,010 111 101 000,short-circuit,0,Short Circuit,none,0,""
#0379,1,1,0,1,1,1,1,0,1,0,0,0,110 111 101 000,short-circuit,0,Short Circuit,none,0,""
#0380,0,0,1,1,1,1,1,0,1,0,0,0,001 111 101 000,short-circuit,0,Short Circuit,none,0,""
#0381,1,0,1,1,1,1,1,0,1,0,0,0,101 111 101 000,short-circuit,0,Short Circuit,none,0,""
#0382,0,1,1,1,1,1,1,0,1,0,0,0,011 111 101 000,short-circuit,0,Short Circuit,none,0,""
#0383,1,1,1,1,1,1,1,0,1,0,0,0,111 111 101 000,short-circuit,0,Short Circuit,none,0,""
#0384,0,0,0,0,0,0,0,1,1,0,0,0,000 000 011 000,valid,0,0 V (no output),none,0,""
#0385,1,0,0,0,0,0,0,1,1,0,0,0,100 000 011 000,valid,0,0 V (no output),none,0,""
#0386,0,1,0,0,0,0,0,1,1,0,0,0,010 000 011 000,valid,0,0 V (no output),none,0,""
#0387,1,1,0,0,0,0,0,1,1,0,0,0,110 000 011 000,valid,0,0 V (no output),none,0,""
#0388,0,0,1,0,0,0,0,1,1,0,0,0,001 000 011 000,valid,0,0 V (no output),none,0,""
#0389,1,0,1,0,0,0,0,1,1,0,0,0,101 000 011 000,valid,0,0 V (no output),none,0,""
#0390,0,1,1,0,0,0,0,1,1,0,0,0,011 000 011 000,valid,0,0 V (no output),none,0,""
#0391,1,1,1,0,0,0,0,1,1,0,0,0,111 000 011 000,valid,0,0 V (no output),none,0,""
#0392,0,0,0,1,0,0,0,1,1,0,0,0,000 100 011 000,valid,0,0 V (no output),none,0,""
#0393,1,0,0,1,0,0,0,1,1,0,0,0,100 100 011 000,valid,0,0 V (no output),none,0,""
#0394,0,1,0,1,0,0,0,1,1,0,0,0,010 100 011 000,valid,0,0 V (no output),none,0,""
#0395,1,1,0,1,0,0,0,1,1,0,0,0,110 100 011 000,valid,0,0 V (no output),none,0,""
#0396,0,0,1,1,0,0,0,1,1,0,0,0,001 100 011 000,valid,0,0 V (no output),none,0,""
#0397,1,0,1,1,0,0,0,1,1,0,0,0,101 100 011 000,short-circuit,0,Short Circuit,none,0,""
#0398,0,1,1,1,0,0,0,1,1,0,0,0,011 100 011 000,valid,0,0 V (no output),none,0,""
#0399,1,1,1,1,0,0,0,1,1,0,0,0,111 100 011 000,short-circuit,0,Short Circuit,none,0,""
#0400,0,0,0,0,1,0,0,1,1,0,0,0,000 010 011 000,valid,0,0 V (no output),none,0,""
#0401,1,0,0,0,1,0,0,1,1,0,0,0,100 010 011 000,valid,0,0 V (no output),none,0,""
#0402,0,1,0,0,1,0,0,1,1,0,0,0,010 010 011 000,valid,0,0 V (no output),none,0,""
#0403,1,1,0,0,1,0,0,1,1,0,0,0,110 010 011 000,valid,0,0 V (no output),none,0,""
#0404,0,0,1,0,1,0,0,1,1,0,0,0,001 010 011 000,valid,0,0 V (no output),none,0,""
#0405,1,0,1,0,1,0,0,1,1,0,0,0,101 010 011 000,valid,0,0 V (no output),none,0,""
#0406,0,1,1,0,1,0,0,1,1,0,0,0,011 010 011 000,short-circuit,0,Short Circuit,none,0,""
#0407,1,1,1,0,1,0,0,1,1,0,0,0,111 010 011 000,short-circuit,0,Short Circuit,none,0,""
#0408,0,0,0,1,1,0,0,1,1,0,0,0,000 110 011 000,valid,0,0 V (no output),none,0,""
#0409,1,0,0,1,1,0,0,1,1,0,0,0,100 110 011 000,valid,0,0 V (no output),none,0,""
#0410,0,1,0,1,1,0,0,1,1,0,0,0,010 110 011 000,valid,0,0 V (no output),none,0,""
#0411,1,1,0,1,1,0,0,1,1,0,0,0,110 110 011 000,valid,0,0 V (no output),none,0,""
#0412,0,0,1,1,1,0,0,1,1,0,0,0,001 110 011 000,valid,0,0 V (no output),none,0,""
#0413,1,0,1,1,1,0,0,1,1,0,0,0,101 110 011 000,short-circuit,0,Short Circuit,none,0,""
#0414,0,1,1,1,1,0,0,1,1,0,0,0,011 110 011 000,short-circuit,0,Short Circuit,none,0,""
#0415,1,1,1,1,1,0,0,1,1,0,0,0,111 110 011 000,short-circuit,0,Short Circuit,none,0,""
#0416,0,0,0,0,0,1,0,1,1,0,0,0,000 001 011 000,valid,0,0 V (no output),none,0,""
#0417,1,0,0,0,0,1,0,1,1,0,0,0,100 001 011 000,valid,0,0 V (no output),none,0,""
#0418,0,1,0,0,0,1,0,1,1,0,0,0,010 001 011 000,valid,0,0 V (no output),none,0,""
#0419,1,1,0,0,0,1,0,1,1,0,0,0,110 001 011 000,valid,0,0 V (no output),none,0,""
#0420,0,0,1,0,0,1,0,1,1,0,0,0,001 001 011 000,valid,0,0 V (no output),none,0,""
#0421,1,0,1,0,0,1,0,1,1,0,0,0,101 001 011 000,valid,0,0 V (no output),none,0,""
#0422,0,1,1,0,0,1,0,1,1,0,0,0,011 001 011 000,short-circuit,0,Short Circuit,none,0,""
#0423,1,1,1,0,0,1,0,1,1,0,0,0,111 001 011 000,short-circuit,0,Short Circuit,none,0,""
#0424,0,0,0,1,0,1,0,1,1,0,0,0,000 101 011 000,valid,0,0 V (no output),none,0,""
#0425,1,0,0,1,0,1,0,1,1,0,0,0,100 101 011 000,valid,0,0 V (no output),none,0,""
#0426,0,1,0,1,0,1,0,1,1,0,0,0,010 101 011 000,valid,0,0 V (no output),none,0,""
#0427,1,1,0,1,0,1,0,1,1,0,0,0,110 101 011 000,short-circuit,0,Short Circuit,none,0,""
#0428,0,0,1,1,0,1,0,1,1,0,0,0,001 101 011 000,valid,0,0 V (no output),none,0,""
#0429,1,0,1,1,0,1,0,1,1,0,0,0,101 101 011 000,short-circuit,0,Short Circuit,none,0,""
#0430,0,1,1,1,0,1,0,1,1,0,0,0,011 101 011 000,short-circuit,0,Short Circuit,none,0,""
#0431,1,1,1,1,0,1,0,1,1,0,0,0,111 101 011 000,short-circuit,0,Short Circuit,none,0,""
#0432,0,0,0,0,1,1,0,1,1,0,0,0,000 011 011 000,short-circuit,0,Short Circuit,none,0,""
#0433,1,0,0,0,1,1,0,1,1,0,0,0,100 011 011 000,short-circuit,0,Short Circuit,none,0,""
#0434,0,1,0,0,1,1,0,1,1,0,0,0,010 011 011 000,short-circuit,0,Short Circuit,none,0,""
#0435,1,1,0,0,1,1,0,1,1,0,0,0,110 011 011 000,short-circuit,0,Short Circuit,none,0,""
#0436,0,0,1,0,1,1,0,1,1,0,0,0,001 011 011 000,short-circuit,0,Short Circuit,none,0,""
#0437,1,0,1,0,1,1,0,1,1,0,0,0,101 011 011 000,short-circuit,0,Short Circuit,none,0,""
#0438,0,1,1,0,1,1,0,1,1,0,0,0,011 011 011 000,short-circuit,0,Short Circuit,none,0,""
#0439,1,1,1,0,1,1,0,1,1,0,0,0,111 011 011 000,short-circuit,0,Short Circuit,none,0,""
#0440,0,0,0,1,1,1,0,1,1,0,0,0,000 111 011 000,short-circuit,0,Short Circuit,none,0,""
#0441,1,0,0,1,1,1,0,1,1,0,0,0,100 111 011 000,short-circuit,0,Short Circuit,none,0,""
#0442,0,1,0,1,1,1,0,1,1,0,0,0,010 111 011 000,short-circuit,0,Short Circuit,none,0,""
#0443,1,1,0,1,1,1,0,1,1,0,0,0,110 111 011 000,short-circuit,0,Short Circuit,none,0,""
#0444,0,0,1,1,1,1,0,1,1,0,0,0,001 111 011 000,short-circuit,0,Short Circuit,none,0,""
#0445,1,0,1,1,1,1,0,1,1,0,0,0,101 111 011 000,short-circuit,0,Short Circuit,none,0,""
#0446,0,1,1,1,1,1,0,1,1,0,0,0,011 111 011 000,short-circuit,0,Short Circuit,none,0,""
#0447,1,1,1,1,1,1,0,1,1,0,0,0,111 111 011 000,short-circuit,0,Short Circuit,none,0,""
#0448,0,0,0,0,0,0,1,1,1,0,0,0,000 000 111 000,valid,0,0 V (no output),none,0,""
#0449,1,0,0,0,0,0,1,1,1,0,0,0,100 000 111 000,valid,0,0 V (no output),none,0,""
#0450,0,1,0,0,0,0,1,1,1,0,0,0,010 000 111 000,valid,0,0 V (no output),none,0,""
#0451,1,1,0,0,0,0,1,1,1,0,0,0,110 000 111 000,valid,0,0 V (no output),none,0,""
#0452,0,0,1,0,0,0,1,1,1,0,0,0,001 000 111 000,valid,0,0 V (no output),none,0,""
#0453,1,0,1,0,0,0,1,1,1,0,0,0,101 000 111 000,valid,0,0 V (no output),none,0,""
#0454,0,1,1,0,0,0,1,1,1,0,0,0,011 000 111 000,valid,0,0 V (no output),none,0,""
#0455,1,1,1,0,0,0,1,1,1,0,0,0,111 000 111 000,valid,0,0 V (no output),none,0,""
#0456,0,0,0,1,0,0,1,1,1,0,0,0,000 100 111 000,valid,0,0 V (no output),none,0,""
#0457,1,0,0,1,0,0,1,1,1,0,0,0,100 100 111 000,valid,0,0 V (no output),none,0,""
#0458,0,1,0,1,0,0,1,1,1,0,0,0,010 100 111 000,valid,0,0 V (no output),none,0,""
#0459,1,1,0,1,0,0,1,1,1,0,0,0,110 100 111 000,valid,0,0 V (no output),none,0,""
#0460,0,0,1,1,0,0,1,1,1,0,0,0,001 100 111 000,valid,0,0 V (no output),none,0,""
#0461,1,0,1,1,0,0,1,1,1,0,0,0,101 100 111 000,short-circuit,0,Short Circuit,none,0,""
#0462,0,1,1,1,0,0,1,1,1,0,0,0,011 100 111 000,short-circuit,0,Short Circuit,none,0,""
#0463,1,1,1,1,0,0,1,1,1,0,0,0,111 100 111 000,short-circuit,0,Short Circuit,none,0,""
#0464,0,0,0,0,1,0,1,1,1,0,0,0,000 010 111 000,valid,0,0 V (no output),none,0,""
#0465,1,0,0,0,1,0,1,1,1,0,0,0,100 010 111 000,valid,0,0 V (no output),none,0,""
#0466,0,1,0,0,1,0,1,1,1,0,0,0,010 010 111 000,valid,0,0 V (no output),none,0,""
#0467,1,1,0,0,1,0,1,1,1,0,0,0,110 010 111 000,valid,0,0 V (no output),none,0,""
#0468,0,0,1,0,1,0,1,1,1,0,0,0,001 010 111 000,valid,0,0 V (no output),none,0,""
#0469,1,0,1,0,1,0,1,1,1,0,0,0,101 010 111 000,short-circuit,0,Short Circuit,none,0,""
#0470,0,1,1,0,1,0,1,1,1,0,0,0,011 010 111 000,short-circuit,0,Short Circuit,none,0,""
#0471,1,1,1,0,1,0,1,1,1,0,0,0,111 010 111 000,short-circuit,0,Short Circuit,none,0,""
#0472,0,0,0,1,1,0,1,1,1,0,0,0,000 110 111 000,valid,0,0 V (no output),none,0,""
#0473,1,0,0,1,1,0,1,1,1,0,0,0,100 110 111 000,valid,0,0 V (no output),none,0,""
#0474,0,1,0,1,1,0,1,1,1,0,0,0,010 110 111 000,valid,0,0 V (no output),none,0,""
#0475,1,1,0,1,1,0,1,1,1,0,0,0,110 110 111 000,valid,0,0 V (no output),none,0,""
#0476,0,0,1,1,1,0,1,1,1,0,0,0,001 110 111 000,valid,0,0 V (no output),none,0,""
#0477,1,0,1,1,1,0,1,1,1,0,0,0,101 110 111 000,short-circuit,0,Short Circuit,none,0,""
#0478,0,1,1,1,1,0,1,1,1,0,0,0,011 110 111 000,short-circuit,0,Short Circuit,none,0,""
#0479,1,1,1,1,1,0,1,1,1,0,0,0,111 110 111 000,short-circuit,0,Short Circuit,none,0,""
#0480,0,0,0,0,0,1,1,1,1,0,0,0,000 001 111 000,valid,0,0 V (no output),none,0,""
#0481,1,0,0,0,0,1,1,1,1,0,0,0,100 001 111 000,valid,0,0 V (no output),none,0,""
#0482,0,1,0,0,0,1,1,1,1,0,0,0,010 001 111 000,valid,0,0 V (no output),none,0,""
#0483,1,1,0,0,0,1,1,1,1,0,0,0,110 001 111 000,valid,0,0 V (no output),none,0,""
#0484,0,0,1,0,0,1,1,1,1,0,0,0,001 001 111 000,valid,0,0 V (no output),none,0,""
#0485,1,0,1,0,0,1,1,1,1,0,0,0,101 001 111 000,short-circuit,0,Short Circuit,none,0,""
#0486,0,1,1,0,0,1,1,1,1,0,0,0,011 001 111 000,short-circuit,0,Short Circuit,none,0,""
#0487,1,1,1,0,0,1,1,1,1,0,0,0,111 001 111 000,short-circuit,0,Short Circuit,none,0,""
#0488,0,0,0,1,0,1,1,1,1,0,0,0,000 101 111 000,short-circuit,0,Short Circuit,none,0,""
#0489,1,0,0,1,0,1,1,1,1,0,0,0,100 101 111 000,short-circuit,0,Short Circuit,none,0,""
#0490,0,1,0,1,0,1,1,1,1,0,0,0,010 101 111 000,short-circuit,0,Short Circuit,none,0,""
#0491,1,1,0,1,0,1,1,1,1,0,0,0,110 101 111 000,short-circuit,0,Short Circuit,none,0,""
#0492,0,0,1,1,0,1,1,1,1,0,0,0,001 101 111 000,short-circuit,0,Short Circuit,none,0,""
#0493,1,0,1,1,0,1,1,1,1,0,0,0,101 101 111 000,short-circuit,0,Short Circuit,none,0,""
#0494,0,1,1,1,0,1,1,1,1,0,0,0,011 101 111 000,short-circuit,0,Short Circuit,none,0,""
#0495,1,1,1,1,0,1,1,1,1,0,0,0,111 101 111 000,short-circuit,0,Short Circuit,none,0,""
#0496,0,0,0,0,1,1,1,1,1,0,0,0,000 011 111 000,short-circuit,0,Short Circuit,none,0,""
#0497,1,0,0,0,1,1,1,1,1,0,0,0,100 011 111 000,short-circuit,0,Short Circuit,none,0,""
#0498,0,1,0,0,1,1,1,1,1,0,0,0,010 011 111 000,short-circuit,0,Short Circuit,none,0,""
#0499,1,1,0,0,1,1,1,1,1,0,0,0,110 011 111 000,short-circuit,0,Short Circuit,none,0,""
